date,total_casos,total_mortes,total_recuperados,casos_diarios,mortes_diarias,recuperados_diarios,crescimento_casos_pct,crescimento_mortes_pct,crescimento_recuperacoes_pct,casos_7d_ma,mortes_7d_ma,recuperados_7d_ma,casos_14d_change_avg,mortes_14d_change_avg,recuperados_14d_change_avg,tendencia_casos_14d,tendencia_mortes_14d,tendencia_recuperados_14d,letalidade_pct,recuperacao_pct,casos_por_100k,mortes_por_1M
2022-06-08,31315777,667647,0,49614.0,299.0,0.0,0.1586827267547988,0.04480421009728058,não informado,36537.142857142855,120.85714285714286,0.0,1086.4183673469386,-2.0510204081632657,0.0,subindo,descendo,estavel,2.1319828660167044,0.0,14541.562350436383,3100.2361776243965
2022-06-09,31360850,667790,0,45073.0,143.0,0.0,0.1439306455656521,0.021418504089736043,não informado,37080.0,122.85714285714286,0.0,826.0,-1.9081632653061231,0.0,subindo,descendo,estavel,2.129374682127557,0.0,14562.492115002698,3100.9002018368924
2022-06-10,31417341,667960,0,56491.0,170.0,0.0,0.1801322349362342,0.025457104778448317,não informado,39980.28571428572,141.28571428571428,0.0,1236.0204081632655,3.1530612244897958,0.0,subindo,subindo,estavel,2.1260869912574716,0.0,14588.723857511864,3101.6896012503494
2022-06-11,31445137,668074,0,27796.0,114.0,0.0,0.08847343255433361,0.017066890232948082,não informado,43951.142857142855,157.57142857142858,0.0,1272.316326530612,3.581632653061225,0.0,subindo,subindo,estavel,2.1245701680358398,0.0,14601.631002274478,3102.218963209961
2022-06-12,31456865,668110,0,11728.0,36.0,0.0,0.037296705051722306,0.005388624613441026,não informado,45626.57142857143,162.71428571428572,0.0,1602.316326530612,4.683673469387756,0.0,subindo,subindo,estavel,2.1238925112213187,0.0,14607.076929522136,3102.3861301445754
2022-06-13,31497038,668180,0,40173.0,70.0,0.0,0.1277082124998788,0.010477316609540346,não informado,43131.42857142857,162.71428571428572,0.0,1308.7142857142858,4.418367346938775,0.0,subindo,subindo,estavel,2.121405828700464,0.0,14625.731366367312,3102.7111769618814
2022-06-14,31541479,668354,0,44441.0,174.0,0.0,0.14109580716764542,0.02604088718608758,não informado,39330.857142857145,143.71428571428572,0.0,949.9285714285717,3.857142857142858,0.0,subindo,subindo,estavel,2.1189684859102518,0.0,14646.36766009286,3103.519150479184
2022-06-15,31611769,668693,0,70290.0,339.0,0.0,0.2228494104540881,0.05072162357074245,não informado,42284.57142857143,149.42857142857142,0.0,889.4489795918367,4.336734693877551,0.0,subindo,subindo,estavel,2.115329262338973,0.0,14679.007004076313,3105.0933057801362
2022-06-16,31611769,668693,0,0.0,0.0,0.0,0.0,0.0,não informado,35845.57142857143,129.0,0.0,307.5612244897958,1.5612244897959187,0.0,subindo,subindo,estavel,2.115329262338973,0.0,14679.007004076313,3105.0933057801362
2022-06-17,31611769,668693,0,0.0,0.0,0.0,0.0,0.0,não informado,27775.428571428572,104.71428571428571,0.0,-223.53061224489778,0.8265306122448978,0.0,descendo,subindo,estavel,2.115329262338973,0.0,14679.007004076313,3105.0933057801362
2022-06-18,31611769,668693,0,0.0,0.0,0.0,0.0,0.0,não informado,23804.571428571428,88.42857142857143,0.0,-259.8265306122451,0.3979591836734692,0.0,descendo,subindo,estavel,2.115329262338973,0.0,14679.007004076313,3105.0933057801362
2022-06-19,31611769,668693,0,0.0,0.0,0.0,0.0,0.0,não informado,22129.14285714286,83.28571428571429,0.0,-295.87755102040813,0.6632653061224494,0.0,descendo,subindo,estavel,2.115329262338973,0.0,14679.007004076313,3105.0933057801362
2022-06-20,31754465,669161,0,142696.0,468.0,0.0,0.45140150176347293,0.06998727368164465,não informado,36775.28571428572,140.14285714285714,0.0,407.8571428571431,4.653061224489796,0.0,subindo,subindo,estavel,2.107297351726757,0.0,14745.268262136678,3107.266475930123
2022-06-21,31818827,669390,0,64362.0,229.0,0.0,0.20268645684945408,0.034221958542114676,não informado,39621.142857142855,148.0,0.0,308.3979591836734,3.7142857142857144,0.0,subindo,subindo,estavel,2.10375448472692,0.0,14775.154923930153,3108.329843375309
2022-06-22,31890733,669530,0,71906.0,140.0,0.0,0.22598570336989482,0.020914564006035346,não informado,39852.0,119.57142857142857,0.0,236.77551020408177,-0.09183673469387799,0.0,subindo,descendo,estavel,2.0994500189130174,0.0,14808.54466170899,3108.9799370099204
2022-06-23,31962782,669895,0,72049.0,365.0,0.0,0.22592456560970234,0.05451585440532911,não informado,50144.71428571428,171.71428571428572,0.0,933.1938775510201,3.489795918367347,0.0,subindo,subindo,estavel,2.095859490578761,0.0,14842.000801909073,3110.6748239858716
2022-06-24,32023166,670229,0,60384.0,334.0,0.0,0.18891972544817906,0.04985855992357012,não informado,58771.0,219.42857142857142,0.0,1342.1938775510203,5.581632653061225,0.0,subindo,subindo,estavel,2.0929504596765978,0.0,14870.040269075054,3112.225761657016
2022-06-25,32023166,670229,0,0.0,0.0,0.0,0.0,0.0,não informado,58771.0,219.42857142857142,0.0,1058.5612244897961,4.418367346938774,0.0,subindo,subindo,estavel,2.0929504596765978,0.0,14870.040269075054,3112.225761657016
2022-06-26,32023166,670229,0,0.0,0.0,0.0,0.0,0.0,não informado,58771.0,219.42857142857142,0.0,938.8877551020408,4.0510204081632635,0.0,subindo,subindo,estavel,2.0929504596765978,0.0,14870.040269075054,3112.225761657016
2022-06-27,32130316,670532,0,107150.0,303.0,0.0,0.3346015194125403,0.04520842876091605,não informado,53693.0,195.85714285714286,0.0,754.3979591836734,2.3673469387755097,0.0,subindo,subindo,estavel,2.0869138043958237,0.0,14919.795649752637,3113.6327500233538
2022-06-28,32206954,670848,0,76638.0,316.0,0.0,0.2385223973520833,0.04712675905102218,não informado,55446.71428571428,208.28571428571428,0.0,1151.1326530612241,4.612244897959182,0.0,subindo,subindo,estavel,2.082929046938124,0.0,14955.38270401646,3115.1001042271905
2022-06-29,32206954,670848,0,0.0,0.0,0.0,0.0,0.0,não informado,45174.42857142857,188.28571428571428,0.0,206.41836734693894,2.775510204081633,0.0,subindo,subindo,estavel,2.082929046938124,0.0,14955.38270401646,3115.1001042271905
2022-06-30,32358018,671416,0,151064.0,568.0,0.0,0.4690415616453515,0.08466895630604845,não informado,56462.28571428572,217.28571428571428,0.0,1472.622448979592,6.3061224489795915,0.0,subindo,subindo,estavel,2.074960215424814,0.0,15025.529664601418,3117.7376269733286
2022-07-01,32434063,671700,0,76045.0,284.0,0.0,0.23501130384438254,0.04229866431541697,não informado,58699.57142857143,210.14285714285714,0.0,2208.8673469387754,7.530612244897959,0.0,subindo,subindo,estavel,2.070970880213188,0.0,15060.84135777572,3119.0563883463974
2022-07-02,32471847,671858,0,37784.0,158.0,0.0,0.11649480979302532,0.023522405835938662,não informado,64097.28571428572,232.71428571428572,0.0,2878.0510204081634,10.306122448979592,0.0,subindo,subindo,estavel,2.0690476892182943,0.0,15078.386456268692,3119.790065448316
