date,total_casos,total_mortes,total_recuperados,casos_diarios,mortes_diarias,recuperados_diarios,crescimento_casos_pct,crescimento_mortes_pct,crescimento_recuperacoes_pct,casos_7d_ma,mortes_7d_ma,recuperados_7d_ma,casos_14d_change_avg,mortes_14d_change_avg,recuperados_14d_change_avg,tendencia_casos_14d,tendencia_mortes_14d,tendencia_recuperados_14d
2020-08-31,3914829,121618,3268591,50225.0,647.0,30976.0,1.2996156915430404,0.5348389283381968,0.9567536597155621,40408.142857142855,865.8571428571429,41762.142857142855,-173.68367346938768,-6.857142857142857,-162.3979591836734,descendo,descendo,descendo
2020-09-01,3959158,122768,3345240,44329.0,1150.0,76649.0,1.1323355375164534,0.9455837129372298,2.3450165530040317,40125.57142857143,858.2857142857143,44669.857142857145,-181.05102040816357,-9.01020408163265,110.01020408163302,descendo,descendo,subindo
2020-09-02,4005611,123972,3387309,46453.0,1204.0,42069.0,1.1733050310192217,0.9807115860810635,1.257577931628224,39882.857142857145,876.1428571428571,43551.71428571428,-133.58163265306106,-7.5204081632653095,93.45918367346894,descendo,descendo,subindo
2020-09-03,4052420,124839,3429435,46809.0,867.0,42126.0,1.1685857663162997,0.6993514664601684,1.243642076940722,40532.71428571428,859.2857142857143,43798.42857142857,93.84693877550983,-8.673469387755095,-169.68367346938768,subindo,descendo,descendo
2020-09-04,4091959,125688,3464278,39539.0,849.0,34843.0,0.9756886008853969,0.6800759378078965,1.0159982621043993,39882.857142857145,859.2857142857143,43642.142857142855,221.72448979591874,-9.122448979591834,682.8367346938774,subindo,descendo,subindo
2020-09-05,4125816,126292,3498999,33857.0,604.0,34721.0,0.827403207119133,0.4805550251416205,1.0022579019351219,39392.28571428572,817.4285714285714,42402.0,94.57142857142857,-13.183673469387754,58.42857142857143,subindo,descendo,subindo
2020-09-06,4140488,126750,3522155,14672.0,458.0,23156.0,0.35561450147073936,0.36265163272416306,0.6617892717317153,39412.0,825.5714285714286,40648.57142857143,107.54081632653053,-11.255102040816325,-83.94897959183696,subindo,descendo,descendo
2020-09-07,4150004,127070,3549201,9516.0,320.0,27046.0,0.2298279816292186,0.25246548323471396,0.767882163050746,33596.42857142857,778.8571428571429,40087.142857142855,-298.8367346938773,-13.846938775510198,35.04081632653054,descendo,descendo,subindo
2020-09-08,4168790,127595,3572421,18786.0,525.0,23220.0,0.45267426248263853,0.41315810183363505,0.6542317552598458,29947.428571428572,689.5714285714286,32454.428571428572,-529.3061224489793,-18.704081632653065,-552.2857142857143,descendo,descendo,descendo
2020-09-09,4205877,128752,3611632,37087.0,1157.0,39211.0,0.8896346421863419,0.9067753438614367,1.0976029980788937,28609.428571428572,682.8571428571429,32046.14285714286,-620.2755102040818,-18.3265306122449,-573.3979591836732,descendo,descendo,descendo
2020-09-10,4246638,129726,3657701,40761.0,974.0,46069.0,0.9691438907985184,0.7564931030197589,1.2755729265883125,27745.428571428572,698.1428571428571,32609.428571428572,-674.7040816326532,-14.663265306122453,-512.8775510204079,descendo,descendo,descendo
2020-09-11,4288171,130574,3695158,41533.0,848.0,37457.0,0.9780207307521857,0.6536854601236453,1.024058554813529,28030.285714285714,698.0,32982.857142857145,-774.3775510204081,-12.612244897959183,-738.2142857142857,descendo,descendo,descendo
2020-09-12,4318971,131341,3723206,30800.0,767.0,28048.0,0.7182549389938041,0.5874063749291589,0.7590473803826522,27593.571428571428,721.2857142857143,32029.571428571428,-717.6428571428571,-11.653061224489793,-653.1836734693877,descendo,descendo,descendo
2020-09-13,4332991,131746,3723206,14020.0,405.0,0.0,0.32461435837378855,0.30835763394522653,0.0,27500.428571428572,713.7142857142857,28721.571428571428,-649.4081632653059,-11.642857142857142,-905.9183673469389,descendo,descendo,descendo
2020-09-14,4353602,132204,3770138,20611.0,458.0,46932.0,0.47567603994561725,0.347638637985214,1.2605265462077575,29085.428571428572,733.4285714285714,31562.428571428572,-808.7653061224488,-9.459183673469388,-728.551020408163,descendo,descendo,descendo
2020-09-15,4388154,133286,3811505,34552.0,1082.0,41367.0,0.7936416787754139,0.8184321200568818,1.0972277407352198,31337.714285714286,813.0,34154.857142857145,-627.7040816326529,-3.234693877551024,-751.0714285714286,descendo,descendo,descendo
2020-09-16,4425451,134248,3845464,37297.0,962.0,33959.0,0.849947381062743,0.7217562234593281,0.8909603949096224,31367.714285714286,785.1428571428571,33404.57142857143,-608.2244897959184,-6.5,-724.7959183673468,descendo,descendo,descendo
2020-09-17,4461856,135117,3873934,36405.0,869.0,28470.0,0.8226280214152184,0.6473094571241285,0.7403527896763563,30745.428571428572,770.1428571428571,30890.428571428572,-699.0918367346936,-6.367346938775516,-922.0,descendo,descendo,descendo
2020-09-18,4501587,135945,3897539,39731.0,828.0,23605.0,0.8904590376740082,0.6128022380603477,0.6093289147414489,30488.0,767.2857142857143,28911.571428571428,-671.061224489796,-6.571428571428571,-1052.1836734693877,descendo,descendo,descendo
2020-09-19,4531145,136626,3936893,29558.0,681.0,39354.0,0.656612878969128,0.5009378792894186,1.0097140785505931,30310.571428571428,755.0,30526.714285714286,-648.6938775510207,-4.459183673469389,-848.234693877551,descendo,descendo,descendo
2020-09-20,4546587,136977,3963446,15442.0,351.0,26553.0,0.340796862603161,0.25690571340740415,0.674465879565434,30513.714285714286,747.2857142857143,34320.0,-635.5918367346939,-5.591836734693873,-452.04081632653055,descendo,descendo,descendo
2020-09-21,4564222,137443,3993432,17635.0,466.0,29986.0,0.38787336522978666,0.3402030997904758,0.7565638588238619,30088.571428571428,748.4285714285714,31899.14285714286,-250.56122448979607,-2.173469387755103,-584.8571428571425,descendo,descendo,descendo
2020-09-22,4599189,138237,4016831,34967.0,794.0,23399.0,0.7661108508744754,0.5776940258870951,0.5859371087325389,30147.85714285714,707.2857142857143,29332.285714285714,14.31632653061206,1.2653061224489843,-223.01020408163276,subindo,subindo,descendo
2020-09-23,4631915,139169,4046827,32726.0,932.0,29996.0,0.7115602337716498,0.6742044459876878,0.7467578297419035,29494.85714285714,703.0,28766.14285714286,63.24489795918349,1.4387755102040793,-234.28571428571428,subindo,subindo,descendo
2020-09-24,4663930,139964,4102954,32015.0,795.0,56127.0,0.6911828045203765,0.5712479072207173,1.3869384582044155,28867.714285714286,692.4285714285714,32717.14285714286,80.16326530612241,-0.40816326530611896,7.693877551020445,subindo,descendo,subindo
2020-09-25,4696240,140786,4128490,32310.0,822.0,25536.0,0.6927633991076196,0.5872938755680032,0.6223808504799225,27807.571428571428,691.5714285714286,32993.0,-15.90816326530616,-0.45918367346938893,0.7244897959182188,descendo,descendo,subindo
2020-09-26,4720958,141508,4153307,24718.0,722.0,24817.0,0.5263359623869308,0.5128350830338244,0.6011156621428174,27116.14285714286,697.4285714285714,30916.285714285714,-34.102040816326344,-1.7040816326530634,-79.52040816326527,descendo,descendo,descendo
2020-09-27,4734745,141847,4172711,13787.0,339.0,19404.0,0.2920381837754117,0.23956242756593268,0.46719397338073015,26879.714285714286,695.7142857142857,29895.0,-44.33673469387759,-1.2857142857142858,83.81632653061232,descendo,descendo,subindo
2020-09-28,4751616,142238,4197372,16871.0,391.0,24661.0,0.3563233078022153,0.2756491148913971,0.5910066620956975,26770.571428571428,685.0,29134.285714285714,-165.34693877551035,-3.459183673469389,-173.43877551020418,descendo,descendo,descendo
2020-09-29,4784464,143096,4237152,32848.0,858.0,39780.0,0.691301654005711,0.6032143309101646,0.9477358690151838,26467.85714285714,694.1428571428571,31474.428571428572,-347.84693877551035,-8.48979591836735,-191.45918367346945,descendo,descendo,descendo
2020-09-30,4817365,144078,4274774,32901.0,982.0,37622.0,0.6876632366760415,0.6862525856767485,0.8879077266994434,26492.85714285714,701.2857142857143,32563.85714285714,-348.2040816326532,-5.989795918367341,-60.0510204081633,descendo,descendo,descendo
2020-10-01,4853148,144851,4299659,35783.0,773.0,24885.0,0.7427919619958214,0.5365149432946044,0.5821360380689131,27031.14285714286,698.1428571428571,28100.714285714286,-265.3061224489796,-5.142857142857143,-199.265306122449,descendo,descendo,descendo
2020-10-02,4885966,145505,4299659,32818.0,654.0,0.0,0.6762208776653834,0.4514984363242229,0.0,27103.714285714286,674.1428571428571,24452.714285714286,-241.734693877551,-6.653061224489802,-318.48979591836724,descendo,descendo,descendo
2020-10-03,4908974,146093,4361108,23008.0,588.0,61449.0,0.4708997156345337,0.40410982440465965,1.4291598473274276,26859.428571428572,655.0,29685.85714285714,-246.5102040816325,-7.142857142857143,-60.06122448979607,descendo,descendo,descendo
2020-10-04,4917689,146451,4375354,8715.0,358.0,14246.0,0.1775320056696165,0.24504938634979087,0.32666010564287795,26134.85714285714,657.7142857142857,28949.0,-312.7755102040818,-6.397959183673477,-383.64285714285717,descendo,descendo,descendo
2020-10-05,4943742,146844,4397882,26053.0,393.0,22528.0,0.5297813668168118,0.2683491406682098,0.5148840528103554,27446.571428571428,658.0,28644.285714285714,-188.71428571428572,-6.459183673469389,-232.4897959183675,descendo,descendo,descendo
2020-10-06,4975268,147654,4430340,31526.0,810.0,32458.0,0.6376950900754934,0.5516057857317971,0.7380370823955713,27257.714285714286,651.1428571428571,27598.285714285714,-206.43877551020393,-4.010204081632659,-123.85714285714286,descendo,descendo,descendo
2020-10-07,5006206,148379,4457172,30938.0,725.0,26832.0,0.6218358488427156,0.4910127731046907,0.6056420049025583,26977.285714285714,614.4285714285714,26056.85714285714,-179.82653061224482,-6.3265306122448965,-193.52040816326553,descendo,descendo,descendo
2020-10-08,5033036,149114,4488092,26830.0,735.0,30920.0,0.5359347977290586,0.49535311600698206,0.6937134128994797,25698.285714285714,609.0,26919.0,-226.3877551020409,-5.959183673469389,-414.15306122448993,descendo,descendo,descendo
2020-10-09,5060769,149768,4502854,27733.0,654.0,14762.0,0.5510193052463762,0.43859060852770365,0.328914826166665,24971.85714285714,609.0,29027.85714285714,-202.5510204081633,-5.897959183673469,-283.2244897959185,descendo,descendo,descendo
2020-10-10,5084513,150302,4502854,23744.0,534.0,0.0,0.4691777079728397,0.3565514662678276,0.0,25077.0,601.2857142857143,20249.428571428572,-145.6530612244899,-6.8673469387755075,-761.9183673469387,descendo,descendo,descendo
2020-10-11,5096704,150580,4526393,12191.0,278.0,23539.0,0.23976730908151872,0.18496094529680243,0.5227573445641365,25573.571428571428,589.8571428571429,21577.0,-93.29591836734706,-7.561224489795912,-594.1428571428571,descendo,descendo,descendo
2020-10-12,5105340,150774,4526393,8636.0,194.0,0.0,0.1694428399216435,0.1288351706733962,0.0,23085.428571428572,561.4285714285714,18358.714285714286,-263.2244897959182,-8.826530612244897,-769.6836734693877,descendo,descendo,descendo
2020-10-13,5118699,151152,4526393,13359.0,378.0,0.0,0.2616671955246859,0.2507063552071312,0.0,20490.14285714286,499.7142857142857,13721.857142857143,-426.97959183673447,-13.887755102040813,-1268.0408163265306,descendo,descendo,descendo
2020-10-14,5146543,151884,4526393,27844.0,732.0,0.0,0.5439663476988977,0.48428072403937755,0.0,20048.14285714286,500.7142857142857,9888.714285714286,-460.3367346938773,-14.3265306122449,-1619.6530612244896,descendo,descendo,descendo
2020-10-15,5176969,152698,4526393,30426.0,814.0,0.0,0.5911929619552386,0.535935319059282,0.0,20561.85714285714,512.0,5471.571428571428,-462.0918367346941,-13.295918367346937,-1616.3673469387757,descendo,descendo,descendo
2020-10-16,5205565,153341,4526393,28596.0,643.0,0.0,0.5523695428734458,0.4210926141796225,0.0,20685.14285714286,510.42857142857144,3362.714285714286,-458.469387755102,-11.693877551020405,-1506.4285714285713,descendo,descendo,descendo
2020-10-17,5226341,153756,4526393,20776.0,415.0,0.0,0.3991113356571285,0.27063864198094445,0.0,20261.14285714286,493.42857142857144,3362.714285714286,-471.3061224489796,-11.540816326530612,-1880.2244897959183,descendo,descendo,descendo
2020-10-18,5238392,153991,4526393,12051.0,235.0,0.0,0.23058196929744923,0.1528395639844949,0.0,20241.14285714286,487.2857142857143,0.0,-420.97959183673447,-12.1734693877551,-2067.785714285714,descendo,descendo,descendo
2020-10-19,5254971,154317,4526393,16579.0,326.0,0.0,0.3164902512068589,0.21170068380619647,0.0,21375.85714285714,506.14285714285717,0.0,-433.62244897959187,-10.846938775510202,-2046.0204081632653,descendo,descendo,descendo
2020-10-20,5278737,154965,4526393,23766.0,648.0,0.0,0.452257491049903,0.4199148505997395,0.0,22862.571428571428,544.7142857142857,0.0,-313.9387755102042,-7.602040816326531,-1971.3061224489795,descendo,descendo,descendo
2020-10-21,5304593,155536,4526393,25856.0,571.0,0.0,0.4898141354646007,0.36847029974510376,0.0,22578.571428571428,521.7142857142857,0.0,-314.1938775510204,-6.622448979591842,-1861.204081632653,descendo,descendo,descendo
2020-10-22,5329357,156041,4526393,24764.0,505.0,0.0,0.4668407170917731,0.32468367451908237,0.0,21769.714285714286,477.57142857142856,0.0,-280.6122448979591,-9.387755102040817,-1922.7857142857142,descendo,descendo,descendo
2020-10-23,5359358,156604,4526393,30001.0,563.0,0.0,0.5629384558024542,0.3608026095705616,0.0,21970.428571428572,466.14285714285717,0.0,-214.38775510204064,-10.20408163265306,-2073.418367346939,descendo,descendo,descendo
2020-10-24,5384342,156991,4526393,24984.0,387.0,0.0,0.46617523964624125,0.24712012464560293,0.0,22571.571428571428,462.14285714285717,0.0,-178.95918367346945,-9.938775510204083,-1446.387755102041,descendo,descendo,descendo
2020-10-25,5396596,157224,4526393,12254.0,233.0,0.0,0.22758584057253423,0.14841615124433885,0.0,22600.571428571428,461.85714285714283,0.0,-212.35714285714286,-9.142857142857148,-1541.2142857142858,descendo,descendo,descendo
2020-10-26,5415207,157526,4526393,18611.0,302.0,0.0,0.3448655411670616,0.19208263369460132,0.0,22890.85714285714,458.42857142857144,0.0,-13.897959183673654,-7.357142857142857,-1311.3367346938776,descendo,descendo,descendo
2020-10-27,5445189,158052,4914733,29982.0,526.0,388340.0,0.5536630455677872,0.33391313180046467,8.57945830156595,23778.85714285714,441.0,55477.142857142855,234.9081632653059,-4.1938775510204085,2982.520408163265,subindo,descendo,subindo
2020-10-28,5473540,158556,4947777,28351.0,504.0,33044.0,0.5206614499515076,0.31888239313643607,0.6723457815511036,24135.285714285714,431.42857142857144,60197.71428571428,291.9387755102039,-4.948979591836734,3593.5,subindo,descendo,subindo
2020-10-29,5500240,159107,4962574,26700.0,551.0,14797.0,0.4878013132269062,0.3475112893867151,0.29906359967314616,24411.85714285714,438.0,62311.57142857143,275.0,-5.285714285714286,4060.0,subindo,descendo,subindo
2020-10-30,5524593,159680,4987435,24353.0,573.0,24861.0,0.4427624976364668,0.36013500348821864,0.5009698595930258,23605.0,439.42857142857144,65863.14285714286,208.56122448979582,-5.071428571428571,4464.316326530612,subindo,descendo,subindo
2020-10-31,5537763,159972,5005161,13170.0,292.0,17726.0,0.23838860165807688,0.18286573146292584,0.3554131532541276,21917.285714285714,425.85714285714283,68395.42857142857,118.29591836734679,-4.826530612244901,4645.19387755102,subindo,descendo,subindo
2020-11-01,5547951,160175,5022338,10188.0,203.0,17177.0,0.1839732036203066,0.12689720701122698,0.34318576365475556,21622.14285714286,421.57142857142856,70849.28571428571,98.64285714285714,-4.6938775510204085,5060.663265306122,subindo,descendo,subindo
2020-11-02,5556200,160340,5039438,8249.0,165.0,17100.0,0.14868552371857646,0.10301233026377399,0.34047887657103126,20141.85714285714,402.0,73292.14285714286,-88.14285714285714,-7.438775510204083,5235.15306122449,descendo,descendo,subindo
2020-11-03,5570782,160628,5060697,14582.0,288.0,21259.0,0.2624455563154674,0.179618311088936,0.4218525954679867,17941.85714285714,368.0,20852.0,-351.47959183673476,-12.622448979591834,1489.4285714285713,descendo,descendo,subindo
2020-11-04,5594098,161246,5078162,23316.0,618.0,17465.0,0.41854087989801075,0.3847398959085589,0.34511056480955093,17222.571428571428,384.2857142857143,18626.428571428572,-382.57142857142856,-9.816326530612242,1330.4591836734694,descendo,descendo,subindo
2020-11-05,5617943,161849,5078162,23845.0,603.0,0.0,0.42625281144520527,0.37396276496781317,0.0,16814.714285714286,391.7142857142857,16512.571428571428,-353.92857142857144,-6.132653061224488,1179.469387755102,descendo,descendo,subindo
2020-11-06,5638143,162120,5118156,20200.0,271.0,39994.0,0.35956220986934184,0.1674400212543791,0.787568415501514,16221.42857142857,348.57142857142856,18674.428571428572,-410.6428571428573,-8.397959183673473,1333.887755102041,descendo,descendo,subindo
2020-11-07,5655887,162348,5138641,17744.0,228.0,20485.0,0.31471355018842195,0.14063656550703182,0.4002418058378838,16874.85714285714,339.42857142857144,19068.571428571428,-406.90816326530614,-8.76530612244898,1362.0408163265306,descendo,descendo,subindo
2020-11-08,5666389,162538,5147172,10502.0,190.0,8531.0,0.18568263474853722,0.11703254736738365,0.16601665693322418,16919.714285714286,337.57142857142856,17833.428571428572,-405.7755102040815,-8.877551020408163,1273.8163265306123,descendo,descendo,subindo
2020-11-09,5679803,162724,5163226,13414.0,186.0,16054.0,0.23672924679191634,0.11443477832876003,0.3118994274914458,17657.571428571428,340.57142857142856,17684.0,-373.8061224489796,-8.418367346938778,1263.142857142857,descendo,descendo,subindo
2020-11-10,5726227,162922,5183970,46424.0,198.0,20744.0,0.8173522919720982,0.12167842481748237,0.40176432331259565,22206.428571428572,327.7142857142857,17610.428571428572,-112.31632653061206,-8.091836734693876,-2704.7653061224487,descendo,descendo,descendo
2020-11-11,5752474,163496,5222937,26247.0,574.0,38967.0,0.4583646439444332,0.3523158321159819,0.7516825907557335,22625.14285714286,321.42857142857144,20682.14285714286,-107.86734693877536,-7.857142857142857,-2822.54081632653,descendo,descendo,descendo
2020-11-12,5786393,164429,5254457,33919.0,933.0,31520.0,0.5896419523147779,0.5706561628419043,0.6034918667408777,24064.285714285714,368.57142857142856,25185.0,-24.826530612244824,-4.959183673469389,-2651.8979591836733,descendo,descendo,descendo
2020-11-13,5825111,165005,5274812,38718.0,576.0,20355.0,0.6691215062647836,0.3503031703653249,0.38738541394477105,26709.714285714286,412.14285714285717,22379.428571428572,221.765306122449,-1.948979591836734,-3105.9795918367345,subindo,descendo,descendo
2020-11-14,5851389,165739,5279452,26278.0,734.0,4640.0,0.4511158671482826,0.44483500499984846,0.08796522037183506,27928.85714285714,484.42857142857144,20115.85714285714,429.3979591836734,4.183673469387758,-3448.54081632653,subindo,subindo,descendo
2020-11-15,5865295,165879,5279452,13906.0,140.0,0.0,0.2376529743621557,0.08447016091565655,0.0,28415.14285714286,477.2857142857143,18897.14285714286,485.2142857142857,3.9795918367346945,-3710.8673469387754,subindo,subindo,descendo
2020-11-16,5881039,166136,5335498,15744.0,257.0,56046.0,0.2684263962852678,0.1549322096226768,1.0615874526371298,28748.0,487.42857142857144,24610.285714285714,614.7244897959184,6.102040816326531,-3477.275510204082,subindo,subindo,descendo
2020-11-17,5916529,166814,5358299,35490.0,678.0,22801.0,0.6034647959314672,0.40809938845283383,0.427345301225865,27186.0,556.0,24904.14285714286,660.2959183673471,13.428571428571429,289.4387755102042,subindo,subindo,subindo
2020-11-18,5951281,167568,5383385,34752.0,754.0,25086.0,0.5873714132052762,0.45200043161844927,0.4681709624640208,28401.0,581.7142857142857,22921.14285714286,798.4591836734695,14.102040816326527,306.76530612244903,subindo,subindo,subindo
2020-11-19,5987143,168218,5406066,35862.0,650.0,22681.0,0.6025929543572216,0.3879022247684522,0.42131484186993867,28678.571428571428,541.2857142857143,21658.428571428572,847.4183673469387,10.683673469387758,367.5612244897961,subindo,subindo,subindo
2020-11-20,6025913,168731,5430896,38770.0,513.0,24830.0,0.6475542675362856,0.30496141911091557,0.4592988690852091,28686.0,532.2857142857143,22297.714285714286,890.3265306122449,13.12244897959184,258.8061224489796,subindo,subindo,subindo
2020-11-21,6056135,169088,5437189,30222.0,357.0,6293.0,0.501533958422566,0.21157937782624414,0.11587406571585979,29249.428571428572,478.42857142857144,22533.85714285714,883.8979591836736,9.928571428571429,247.52040816326527,subindo,subindo,subindo
2020-11-22,6074061,169266,5457973,17926.0,178.0,20784.0,0.29599736465584076,0.10527062831188494,0.3822563460641151,29823.714285714286,483.85714285714283,25503.0,921.7142857142857,10.448979591836734,547.8265306122448,subindo,subindo,subindo
2020-11-23,6092219,169621,5481184,18158.0,355.0,23211.0,0.29894332638411103,0.20972906549454706,0.4252677688218685,30168.571428571428,497.85714285714283,20812.285714285714,893.6428571428571,11.23469387755102,223.4489795918367,subindo,subindo,subindo
2020-11-24,6126752,170248,5509645,34533.0,627.0,28461.0,0.5668377975250068,0.3696476261783624,0.5192491257363372,30031.85714285714,490.57142857142856,21620.85714285714,558.9591836734692,11.632653061224488,286.4591836734692,subindo,subindo,subindo
2020-11-25,6171380,170871,5534010,44628.0,623.0,24365.0,0.7284120525851218,0.3659367510925238,0.44222449903759686,31442.714285714286,471.85714285714283,21517.85714285714,629.8265306122448,10.744897959183671,59.693877551020186,subindo,subindo,subindo
2020-11-26,6212265,171581,5556887,40885.0,710.0,22877.0,0.6624936399962408,0.4155181394151143,0.41338920601878204,32160.285714285714,480.42857142857144,21545.85714285714,578.2857142857143,7.989795918367349,-259.9387755102042,subindo,subindo,descendo
2020-11-27,6245773,172140,5581436,33508.0,559.0,24549.0,0.5393845883908687,0.32579364848089243,0.4417761239341379,31408.571428571428,487.0,21505.714285714286,335.6326530612244,5.3469387755102025,-62.40816326530616,subindo,subindo,descendo
2020-11-28,6297258,172684,5581436,51485.0,544.0,0.0,0.8243175024132321,0.31602184268618566,0.0,34446.142857142855,513.7142857142857,20606.714285714286,465.52040816326524,2.091836734693873,35.06122448979607,subindo,subindo,subindo
2020-11-29,6318270,172917,5581436,21012.0,233.0,0.0,0.33366903499904244,0.13492853999212434,0.0,34887.0,521.5714285714286,17637.571428571428,462.2755102040815,3.1632653061224483,-89.96938775510223,subindo,subindo,descendo
2020-11-30,6341965,173268,5597802,23695.0,351.0,16366.0,0.37502354283688416,0.20298756050590744,0.293222031032874,35678.0,521.0,16659.714285714286,495.0,2.397959183673468,-567.8979591836734,subindo,subindo,descendo
2020-12-01,6393950,173953,5712305,51985.0,685.0,114503.0,0.81969862652979,0.3953413209594385,2.0454992870415927,38171.142857142855,529.2857142857143,28951.428571428572,784.6530612244896,-1.908163265306119,289.09183673469386,subindo,descendo,subindo
2020-12-02,6442425,174632,5759294,48475.0,679.0,46989.0,0.7581385528507417,0.39033532046012426,0.8225926311707796,38720.71428571428,537.2857142857143,32183.428571428572,737.1224489795916,-3.173469387755095,661.5918367346939,subindo,descendo,subindo
2020-12-03,6492564,175393,5792539,50139.0,761.0,33245.0,0.7782628435721022,0.43577351230015116,0.5772408909842075,40042.71428571428,544.5714285714286,33664.57142857143,811.7244897959182,0.23469387755101576,857.5816326530611,subindo,subindo,subindo
2020-12-04,6540235,176071,5825745,47671.0,678.0,33206.0,0.7342399705262821,0.3865604670653903,0.573254664319049,42066.0,561.5714285714286,34901.28571428572,955.7142857142857,2.091836734693873,900.2551020408165,subindo,subindo,subindo
2020-12-05,6580517,176718,5864838,40282.0,647.0,39093.0,0.6159105903686947,0.3674653974816977,0.6710386396932925,40465.57142857143,576.2857142857143,40486.0,801.1530612244896,6.989795918367349,1282.295918367347,subindo,subindo,subindo
2020-12-06,6606947,177058,5866657,26430.0,340.0,1819.0,0.4016401750804686,0.1923969261761677,0.031015349443582245,41239.57142857143,591.5714285714286,40745.857142857145,815.4183673469387,7.6938775510204085,1088.7755102040817,subindo,subindo,subindo
2020-12-07,6633971,177483,5897526,27024.0,425.0,30869.0,0.40902401669031097,0.2400343390301483,0.5261770033598351,41715.142857142855,602.1428571428571,42817.71428571428,824.7551020408163,7.448979591836734,1571.816326530612,subindo,subindo,subindo
2020-12-08,6681767,178281,5965492,47796.0,798.0,67966.0,0.7204734539840466,0.4496205270363922,1.1524493490999446,41116.71428571428,618.2857142857143,36169.57142857143,791.7755102040816,9.12244897959184,1039.1938775510205,subindo,subindo,subindo
2020-12-09,6736358,179134,5966118,54591.0,853.0,626.0,0.8170144214846162,0.4784581643585127,0.010493686019526972,41990.42857142857,643.1428571428571,29546.285714285714,753.4081632653061,12.23469387755102,573.4591836734695,subindo,subindo,subindo
2020-12-10,6789908,179903,6043219,53550.0,769.0,77101.0,0.7949399363869912,0.4292875724318108,1.2923143658908522,42477.71428571428,644.2857142857143,35811.42857142857,736.9591836734692,11.704081632653063,1018.9693877551023,subindo,subindo,subindo
2020-12-11,6842458,180564,6078287,52550.0,661.0,35068.0,0.7739427397248976,0.36742022089681664,0.5802867643883168,43174.71428571428,641.8571428571429,36077.42857142857,840.438775510204,11.06122448979592,1040.8367346938776,subindo,subindo,subindo
2020-12-12,6884782,181241,6078287,42324.0,677.0,0.0,0.6185496498480517,0.3749363106710086,0.0,43466.42857142857,646.1428571428571,30492.714285714286,644.3061224489799,9.459183673469388,706.1428571428571,subindo,subindo,subindo
2020-12-13,6906811,181536,6138349,22029.0,295.0,60062.0,0.3199665581277664,0.1627667028983508,0.9881402441181207,42837.71428571428,639.7142857142857,38813.142857142855,567.9081632653059,8.43877551020408,1512.5408163265306,subindo,subindo,subindo
2020-12-14,6934191,182049,6158049,27380.0,513.0,19700.0,0.3964202871629179,0.28258857747223687,0.32093320207111065,42888.57142857143,652.2857142857143,37217.57142857143,515.0408163265305,9.377551020408166,1468.4183673469386,subindo,subindo,subindo
2020-12-15,6982223,182983,6206483,48032.0,934.0,48434.0,0.6926835444826945,0.51304868469478,0.7865153395174348,42922.28571428572,671.7142857142857,34427.28571428572,339.3673469387759,10.173469387755095,391.13265306122463,subindo,subindo,subindo
2020-12-16,7048347,183924,6239192,66124.0,941.0,32709.0,0.9470336309797038,0.5142554226348895,0.5270134470681704,44569.857142857145,684.2857142857143,39010.57142857143,417.7959183673473,10.5,487.65306122448965,subindo,subindo,subindo
2020-12-17,7117046,184985,6301547,68699.0,1061.0,62355.0,0.9746824326327862,0.576868706639699,0.9994082567101638,46734.0,726.0,36904.0,477.948979591837,12.959183673469388,231.3877551020409,subindo,subindo,subindo
2020-12-18,7169899,185802,6322955,52853.0,817.0,21408.0,0.7426255218808477,0.44165743168365,0.33972610217776683,46777.28571428572,748.2857142857143,34952.57142857143,336.52040816326553,13.336734693877556,3.663265306122152,subindo,subindo,subindo
2020-12-19,7218141,186461,6388938,48242.0,659.0,65983.0,0.6728407192346783,0.35467863639788594,1.043546885910148,47622.71428571428,745.7142857142857,44378.71428571428,511.2244897959182,12.102040816326523,278.051020408163,subindo,subindo,subindo
2020-12-20,7242625,186880,6408517,24484.0,419.0,19579.0,0.33920091059456997,0.22471187004252902,0.3064515573636808,47973.42857142857,763.4285714285714,38595.42857142857,480.9897959183675,12.275510204081636,-153.6020408163266,subindo,subindo,descendo
2020-12-21,7270270,187441,6469310,27645.0,561.0,60793.0,0.38169862446281566,0.3001926369863014,0.948628208367084,48011.28571428572,770.2857142857143,44465.857142857145,449.7244897959187,12.01020408163266,117.72448979591874,subindo,subindo,subindo
2020-12-22,7326935,188410,6501341,56665.0,969.0,32031.0,0.7794070921712674,0.5169626709204497,0.4951223546251455,49244.57142857143,775.2857142857143,42122.57142857143,580.561224489796,11.214285714285714,425.2142857142857,subindo,subindo,subindo
2020-12-23,7372614,189375,6512717,45679.0,965.0,11376.0,0.6234394054266893,0.5121808821187835,0.1749792850428858,46323.857142857145,778.7142857142857,39075.0,309.530612244898,9.683673469387754,680.6224489795919,subindo,subindo,subindo
2020-12-24,7430825,190135,6512717,58211.0,760.0,0.0,0.7895571367224704,0.4013201320132013,0.0,44825.57142857143,735.7142857142857,30167.14285714286,167.7040816326532,6.530612244897952,-403.1632653061224,subindo,subindo,descendo
2020-12-25,7452008,190617,6512717,21183.0,482.0,0.0,0.28506928907624657,0.25350408919977907,0.0,40301.28571428572,687.8571428571429,27108.85714285714,-205.24489795918322,3.2857142857142856,-640.6122448979594,descendo,subindo,descendo
