date,total_casos,total_mortes,total_recuperados,casos_diarios,mortes_diarias,recuperados_diarios,crescimento_casos_pct,crescimento_mortes_pct,crescimento_recuperacoes_pct,casos_7d_ma,mortes_7d_ma,recuperados_7d_ma,casos_14d_change_avg,mortes_14d_change_avg,recuperados_14d_change_avg,tendencia_casos_14d,tendencia_mortes_14d,tendencia_recuperados_14d,letalidade_pct,recuperacao_pct,casos_por_100k,mortes_por_1M
2020-03-14,80977,3193,65660,32.0,13.0,1464.0,0.039533016245598865,0.4088050314465409,2.280515919995015,29.571428571428573,17.285714285714285,1445.857142857143,-21.918367346938776,-2.7857142857142856,-66.32653061224491,descendo,descendo,descendo,3.9430949528878574,81.08475246057523,5.590514248331034,2.204392851664175
2020-03-15,81003,3204,67017,26.0,11.0,1357.0,0.032107882485150105,0.3445036016285625,2.066707279926896,25.714285714285715,14.857142857142858,1375.5714285714287,-27.857142857142858,-3.2959183673469385,-95.36734693877551,descendo,descendo,descendo,3.9554090589237436,82.73397281582163,5.592309244076204,2.211987064432201
2020-03-16,81033,3219,67910,30.0,15.0,893.0,0.037035665345727935,0.46816479400749067,1.3324977244579732,24.714285714285715,13.714285714285714,1300.857142857143,-27.77551020408163,-2.2755102040816326,-109.52040816326532,descendo,descendo,descendo,3.9724556662100627,83.80536324707218,5.594380393012938,2.222342809115872
2020-03-17,81058,3232,68798,25.0,13.0,888.0,0.030851628348944258,0.40385212799005904,1.307613017228685,24.428571428571427,13.285714285714286,1231.0,-23.836734693877553,-1.9285714285714286,-113.8469387755102,descendo,descendo,descendo,3.987268375730958,84.87502775790175,5.596106350460216,2.2313177878417205
2020-03-18,81102,3243,69755,44.0,11.0,957.0,0.05428211897653532,0.34034653465346537,1.3910288089770053,25.857142857142858,11.714285714285714,1158.7142857142858,-20.806122448979597,-1.8775510204081631,-120.46938775510203,descendo,descendo,descendo,3.99866834356736,86.00897635076818,5.599144035567427,2.238912000609746
2020-03-19,81156,3251,70535,54.0,8.0,780.0,0.06658282163201895,0.2466851680542707,1.1181994122285142,32.0,11.285714285714286,1090.5714285714287,-17.479591836734695,-1.9387755102040818,-119.67346938775509,descendo,descendo,descendo,4.005865247178273,86.91285918477993,5.6028721036535485,2.2444350644410376
2020-03-20,81250,3255,71266,94.0,4.0,731.0,0.11582630982305683,0.12303906490310675,1.0363649252144325,43.57142857142857,10.714285714285714,1010.0,-14.867346938775512,-1.8265306122448979,-107.60204081632654,descendo,descendo,descendo,4.006153846153846,87.712,5.609361703655315,2.2471965963566833
2020-03-21,81305,3262,71857,55.0,7.0,591.0,0.06769230769230769,0.21505376344086022,0.8292874582549884,46.857142857142854,9.857142857142858,885.2857142857143,-11.081632653061224,-1.693877551020408,-102.26530612244899,descendo,descendo,descendo,4.012053379250968,88.37955845273969,5.613158810039328,2.2520292772090635
2020-03-22,81435,3277,72362,130.0,15.0,505.0,0.15989176557407295,0.4598405885959534,0.7027846973850843,61.714285714285715,10.428571428571429,763.5714285714286,-4.683673469387756,-1.5816326530612241,-100.82653061224492,descendo,descendo,descendo,4.024068275311598,88.85859888254436,5.6221337887651766,2.2623850218927344
2020-03-23,81493,3279,72814,58.0,2.0,452.0,0.07122244735064776,0.061031431187061336,0.6246372405406152,65.71428571428571,8.571428571428571,700.5714285714286,-2.693877551020409,-1.5204081632653061,-92.3061224489796,descendo,descendo,descendo,4.02365847373394,89.35000552194667,5.6261380100428635,2.2637657878505575
