date,total_vacinacoes,vac_diarias,crescimento_vac_pct,vac_7d_ma,vac_14d_change_avg,tendencia_vac_14d
2023-10-06,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-07,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-08,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-09,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-10,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-11,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-12,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-13,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-14,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-15,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-16,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-17,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-18,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-19,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-20,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-21,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-22,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-23,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-24,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-25,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-26,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-27,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-28,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-29,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-30,486436436,0.0,0.0,0.0,0.0,estavel
2023-10-31,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-01,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-02,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-03,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-04,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-05,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-06,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-07,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-08,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-09,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-10,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-11,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-12,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-13,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-14,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-15,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-16,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-17,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-18,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-19,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-20,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-21,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-22,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-23,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-24,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-25,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-26,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-27,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-28,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-29,486436436,0.0,0.0,0.0,0.0,estavel
2023-11-30,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-01,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-02,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-03,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-04,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-05,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-06,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-07,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-08,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-09,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-10,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-11,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-12,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-13,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-14,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-15,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-16,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-17,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-18,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-19,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-20,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-21,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-22,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-23,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-24,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-25,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-26,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-27,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-28,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-29,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-30,486436436,0.0,0.0,0.0,0.0,estavel
2023-12-31,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-01-31,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-02-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-03-31,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-04-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-05-31,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-06-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-07-31,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-08-31,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-09-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-10-31,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-27,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-28,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-29,486436436,0.0,0.0,0.0,0.0,estavel
2024-11-30,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-01,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-02,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-03,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-04,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-05,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-06,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-07,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-08,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-09,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-10,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-11,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-12,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-13,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-14,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-15,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-16,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-17,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-18,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-19,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-20,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-21,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-22,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-23,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-24,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-25,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-26,486436436,0.0,0.0,0.0,0.0,estavel
2024-12-27,486436436,0.0,0.0,0.0,0.0,estavel
